Episode,Running Deviation
1,0.15167939071234657
1,0.18989186297082436
2,0.1491579891347566
3,0.1198884471522856
4,0.16150341209325547
5,0.17774258772842585
6,0.15771974949282982
7,0.18414243275891867
8,0.18212695349861296
9,0.18313470472936771
10,0.15661621223675729
11,0.19288568070246842
12,0.13771772361944515
13,0.11942418939457353
14,0.16593688740091317
15,0.21464595617103488
16,0.2137368809004286
17,0.3275660873375713
18,0.2571745764066858
19,0.13691814662888646
20,0.15674381879717814
21,0.20180174067537035
22,0.12227457213600207
23,0.18799709304186038
24,0.14186329294915348
25,0.22623076679941928
26,0.16270652236710895
27,0.21835287364221562
28,0.1404700719193286
29,0.15715837735559302
30,0.1270095984989553
31,0.21696722154220546
32,0.14324470795691013
33,0.2328225900985559
34,0.19038141203263967
35,0.16692677373577994
36,0.14292060462645034
37,0.1791386660330549
38,0.1740509601529683
39,0.23918985972456622
40,0.17646187068308536
41,0.21124734698565456
42,0.21720094410223686
43,0.14751261053490064
44,0.1744505529205103
45,0.1556796657252842
46,0.1710646631356553
47,0.1462780230209063
48,0.21379325084460954
49,0.14454205485925556
50,0.19064550548292963
51,0.2533833287553324
52,0.1278809916627528
53,0.1742622439835585
54,0.18685547757621218
55,0.18364553874744768
56,0.19982699673999738
57,0.17054400167220995
58,0.13299178009125462
59,0.15914810982117752
60,0.20672130173564357
61,0.2886856495362345
62,0.16414293133670052
63,0.18609225662761564
64,0.25597910728095524
65,0.17278521100583216
66,0.19715109743905196
67,0.15195782929888604
68,0.1431563663429559
69,0.13144144100375726
70,0.18318440015100715
71,0.1957898875903654
72,0.34288938653874484
73,0.19309012338178028
74,0.16986091284503593
75,0.19128191799593522
76,0.29231578669364183
77,0.24959131734949927
78,0.20288075594446406
79,0.15730380517275644
80,0.21166664796934329
81,0.20740059356261367
82,0.18080095710668145
83,0.15367974531151554
84,0.34239442316660035
85,0.19280134834953425
86,0.1520335483177543
87,0.25353466452188544
88,0.17078160671778117
89,0.15467650936828609
90,0.14867621618143928
91,0.18631961670557012
92,0.16953430873229172
93,0.14209017162333884
94,0.18168402808861664
95,0.162975184910773
96,0.21748245631622612
97,0.2309408101128441
98,0.14261900727495047
99,0.19362612953093697
100,0.14482593064089655
101,0.25616553569196165
102,0.16729280753582904
103,0.3167650257365419
104,0.1808937374980541
105,0.22254104707639252
106,0.19644826563930973
107,0.20192139273482906
108,0.15320857285862993
109,0.19629304247470666
110,0.14566720712557746
111,0.1712827991727696
112,0.15395781273636686
113,0.322328500371666
114,0.14638350415024065
115,0.22755580069825157
116,0.17266470048265892
117,0.20556487321264164
118,0.16123449226471928
119,0.21862656771272335
120,0.13461086569808697
121,0.20996121944502555
122,0.15121266337845127
123,0.18405060638419748
124,0.13682600551083945
125,0.18275806649913545
126,0.17102789013371272
127,0.21096446354294127
128,0.20274716400070059
129,0.25633385586419943
130,0.2461855926011287
131,0.22282559919929154
132,0.14239777575315515
133,0.15545045091797066
134,0.23126893318804073
135,0.1446084672950923
136,0.18169454838755467
137,0.2316409686237355
138,0.1533294315576432
139,0.15881425302193802
140,0.1354149927882642
141,0.313554978983997
142,0.179980609750914
143,0.1982314166870672
144,0.13014065495471822
145,0.16152591109225203
146,0.24255123503971845
147,0.19648749060602597
148,0.16000108809146507
149,0.24834022230942138
150,0.26427339426309177
151,0.22007525957808713
152,0.18214712006728676
153,0.17844816457159368
154,0.13420989452689935
155,0.17205829801190534
156,0.18788642801028246
157,0.222653556854898
158,0.19598566980916501
159,0.13973019001647258
160,0.15018743985250008
161,0.15264854146059398
162,0.17560975749408095
163,0.2389084766241239
164,0.19622904716491454
165,0.22080267038364523
166,0.170095269299091
167,0.12790606285127684
168,0.14677709332950736
169,0.2637422197759468
170,0.15458668044431098
171,0.15778081789616663
172,0.20788646672628852
173,0.1498570486974831
174,0.18736544014795692
175,0.18667075167122738
176,0.1401808140540486
177,0.21810756268658765
178,0.1263431286919798
179,0.15264090594181398
180,0.1652695230684511
181,0.18564383371926318
182,0.18609720503567387
183,0.176343151490067
184,0.18187668374535446
185,0.1741481537907769
186,0.19101109657764442
187,0.14100357319440934
188,0.1643734318716218
189,0.19882763706262138
190,0.18521907726570616
191,0.16625458555666722
192,0.2778753679460631
193,0.21131547160098157
194,0.17400026582800518
195,0.1410326201962303
196,0.14367830261077466
197,0.1643481384725051
198,0.23849456767206248
199,0.21834536390024764
200,0.22353672421524493
201,0.14452905948639375
202,0.17703512182924896
203,0.16154641704731168
204,0.22884409815340886
205,0.14080961289833904
206,0.1584125992386091
207,0.2785781576506499
208,0.20129220697166006
209,0.16773475942269658
210,0.15030632597331214
211,0.2465273991871912
212,0.18852651109016635
213,0.17484062599145922
214,0.19859163003571143
215,0.16697192885702705
216,0.2501956377648485
217,0.19777200259984687
218,0.14974606083195
219,0.1810262696152704
220,0.23598467956420133
221,0.22839633916513635
222,0.17719806690663753
223,0.236291720769043
224,0.14680147814458505
225,0.15277169655651643
226,0.25143237674545327
227,0.17475513656437552
228,0.1905613462499072
229,0.1649950520132737
230,0.1449555355583802
231,0.15547704120717504
232,0.20492662948841053
233,0.1195689838274108
