Episode,speed
1,0.16253333333333309
1,0.4467224080267557
1,0.1076245210727969
1,0.5361872909698985
1,0.06973244147157188
1,0.13959866220735836
1,0.13996655518394652
1,0.09147157190635499
1,0.10906354515050119
1,0.1933779264214037
1,0.20287719298245677
1,0.4864248704663215
1,0.4777591973244145
1,0.38598662207357826
1,0.12933110367892933
1,0.0659197324414713
1,0.10675585284280871
1,0.1469516728624533
1,0.5174916387959859
1,0.07595317725752507
1,0.27869565217391234
1,0.10678929765886395
1,0.0880602006688965
1,0.07361204013377932
1,0.1383815028901737
1,0.4006425702811251
1,0.6342323651452273
1,0.5151839464882942
1,0.09703422053231973
1,0.5942690058479527
1,0.45167224080267543
1,0.09551839464882891
1,0.286321070234113
1,0.03521739130434761
1,0.043879598662207225
1,0.09073578595317755
1,0.03478260869565255
1,0.04458193979933081
1,0.09822742474916396
1,0.08124528301886758
1,0.3886075949367089
1,0.5513043478260861
1,0.08051502145922682
1,0.0925517241379308
1,0.31528428093645416
1,0.1783277591973245
1,0.040869565217390956
1,0.0458528428093644
1,0.15795986622073524
1,0.10989966555183889
1,0.03471571906354498
1,0.0389632107023409
1,0.09252252252252235
1,0.4003225806451602
1,0.4204390243902431
1,0.28693877551020375
1,0.3492307692307684
1,0.0878260869565218
1,0.057023411371237225
1,0.0699331103678933
1,0.07224080267558487
1,0.17283524904214592
1,0.32016722408026843
1,0.13507692307692315
1,0.49324414715718984
1,0.06347826086956544
1,0.061849710982658936
1,0.18668896321070239
1,0.06969899665551832
1,0.20822784810126627
1,0.49258064516128947
1,0.38387959866220783
1,0.12448160535117019
1,0.06347826086956501
1,0.2235658914728678
1,0.45160535117056877
1,0.0416053511705683
1,0.04189368770764094
1,0.12688963210702392
1,0.13140468227424795
1,0.31821782178217883
1,0.5367224080267559
1,0.16561872909698963
1,0.05102661596958166
1,0.19835616438356155
1,0.5963210702341132
1,0.21056856187290882
1,0.16494983277592057
1,0.07872909698996636
1,0.12257525083612023
1,0.3082089552238811
1,0.5559531772575241
1,0.09809364548494955
1,0.40600000000000036
1,0.4363545150501673
1,0.07113712374581982
1,0.1578021978021976
1,0.5609364548494984
1,0.09976588628762556
1,0.14812709030100413
1,0.09344481605351183
1,0.4284615384615376
1,0.5300888888888893
1,0.4938461538461537
1,0.39780821917808284
1,0.5902675585284287
1,0.23508361204013328
1,0.25321070234113746
1,0.5249163879598662
1,0.3025418060200667
1,0.266268656716417
1,0.40985347985347975
1,0.10812749003984023
1,0.271368821292776
1,0.42036789297658955
1,0.1704013377926417
1,0.302185430463576
1,0.27348659003831494
1,0.11377926421404681
1,0.2286287625418053
1,0.4352910052910055
1,0.6280267558528431
1,0.2681605351170576
1,0.1892976588628764
1,0.12434456928838905
1,0.324315352697096
1,0.33006688963210634
1,0.22277591973244204
1,0.2161872909698994
1,0.20862876254180604
1,0.27321070234113876
1,0.20792642140468168
1,0.18692307692307658
1,0.19023041474654465
1,0.38481605351170484
1,0.1955852842809359
1,0.287330677290837
1,0.27341137123745746
1,0.3952508361204019
1,0.30531772575250793
1,0.20523012552301323
1,0.13862876254180556
1,0.20795986622073673
1,0.22290969899665578
1,0.5196618357487921
1,0.17591973244147166
1,0.31737373737373775
1,0.19525083612040117
1,0.26284280936454835
1,0.39256157635467953
1,0.30779116465863526
1,0.37672240802675616
1,0.4317142857142848
1,0.5532258064516132
1,0.23125748502994053
1,0.37431438127090266
1,0.25993311036789346
1,0.4215719063545156
1,0.3562655601659741
1,0.6513712374581936
1,0.5506451612903226
1,0.6082274247491646
1,0.33050167224080157
1,0.27862876254180563
1,0.4258193979933105
1,0.2463879598662206
1,0.5717040358744395
1,0.33113712374582005
1,0.4512236286919831
1,0.06040816326530598
1,0.5182608695652168
1,0.3759217877094963
1,0.2235785953177255
1,0.3147386759581878
1,0.8989632107023415
1,0.22254180602006668
1,0.20963210702341134
1,0.43612040133779284
1,0.30230769230769206
1,0.39418060200668925
1,0.7792592592592601
1,0.4445150501672233
1,0.27334448160535074
1,0.3330769230769227
1,0.5220735785953177
1,0.4109698996655523
1,0.24976958525345555
1,0.2604682274247494
1,0.4465551839464876
1,0.25466063348416335
1,0.15461077844311363
1,0.577725752508361
1,0.2650643776824031
1,0.1927090301003343
1,0.3164548494983274
1,0.7039130434782597
1,0.2975919732441472
1,0.19622516556291394
1,0.2721070234113704
1,0.3199331103678929
1,0.6008026755852842
1,0.3031772575250827
1,0.336120401337793
1,0.6001003344481601
1,0.29003344481605303
1,0.7528691983122376
1,0.4346488294314374
1,0.5139130434782614
1,0.6435451505016722
1,0.33387959866220746
1,0.596789297658864
1,0.323311036789297
1,0.3379598662207364
1,0.6227090301003347
1,0.2589632107023409
1,1.0405660377358497
1,0.8883946488294314
1,0.4957190635451513
1,0.3743478260869567
1,0.43541806020066937
1,0.3286287625418051
1,0.9336974789915963
1,0.24949832775919725
1,0.3384949832775915
1,0.33946488294314336
1,0.4651170568561869
1,0.8646242774566463
1,0.32301003344481544
1,0.6385953177257517
1,0.3053846153846157
1,0.42909698996655493
1,0.3768227424749168
1,0.48585284280936475
1,0.5717056856187299
1,1.1118279569892466
1,0.6846822742474915
1,0.5296655518394646
1,0.48525083612040165
1,0.465250836120402
1,0.3495652173913041
1,0.4487290969899666
1,0.8202675585284289
1,0.2820735785953173
1,0.5015384615384616
1,0.6745454545454548
1,0.26140468227424746
1,0.5873913043478259
1,0.40344481605351235
1,0.6356521739130416
1,0.6701694915254225
1,0.13247491638795977
1,0.3038795986622078
1,0.6411355311355313
1,0.8054515050167222
1,0.6413284132841324
1,0.3481270903010037
1,0.6371237458193976
1,0.6949832775919724
1,0.8083612040133786
1,0.6541958041958037
1,0.4239130434782612
1,0.6165090909090922
1,0.29826086956521725
1,0.5469565217391301
1,0.35344481605351247
1,0.6857859531772567
1,0.9537278106508873
1,0.2501680672268912
1,0.25508196721311394
1,0.3035117056856183
1,0.5161872909698993
1,0.653244147157191
1,0.6029096989966557
1,1.2666019417475727
1,1.0036454849498317
1,0.8206936416184969
1,0.6670234113712372
1,0.7537908496732038
1,0.7915238095238107
1,0.4792642140468225
1,0.7983946488294309
1,0.37090301003344545
1,0.555150501672241
1,0.7172909698996656
1,0.6256856187290969
1,0.6888294314381267
1,0.4458139534883719
1,0.8653511705685623
1,0.6549152542372889
1,1.155037037037037
1,0.4256704980842907
1,0.3495986622073576
1,0.6750515463917529
1,1.2950501672240808
1,0.4580602006688969
1,0.5250501672240794
1,0.6798662207357861
1,0.7188628762541812
1,1.009866220735786
1,0.3645819397993309
1,1.277373737373738
1,0.5992031872509953
1,0.7936789297658854
1,0.9255183946488291
1,0.30976588628762525
1,0.6669899665551833
1,0.9456862745098045
1,0.589698996655518
1,0.5037458193979929
1,0.6517216117216111
1,1.1501672240802685
1,0.5700000000000002
1,0.6896989966555187
1,0.8267816091954016
1,0.36667953667953607
1,1.1951824817518237
1,0.4087625418060193
1,0.6275250836120398
1,1.072976588628761
1,0.5990301003344475
1,0.5134782608695652
1,1.2908450704225356
1,0.31993311036789285
1,0.5698662207357864
1,0.7490301003344482
1,0.9510702341137129
1,0.7419732441471567
1,0.8441471571906365
1,0.600133779264215
1,1.3950485436893214
1,0.8374916387959861
1,0.6251839464882947
1,0.8450167224080266
1,0.7131103678929761
1,0.5214715719063537
1,1.0552842809364535
1,0.5493013100436688
1,0.6873244147157198
1,0.7531772575250847
1,0.6837123745819396
