Episode,Running Deviation
1,0.8542002083096704
1,0.5177733811114161
2,0.2531192634849619
3,0.2959768196206188
4,0.22842793866531008
5,0.23655681445286947
6,0.537631566888173
7,0.27469941727294067
8,0.1305747687540961
9,0.4800345895255932
10,0.5978120359417711
11,0.39996568694629747
12,0.4420267578123299
13,0.6138814383238572
14,0.5321569878738031
15,0.2698074028212888
16,0.38896107858702555
17,0.17713220902268736
18,0.29859958615903137
19,0.39017093423196236
20,0.18001854121155514
21,0.3391252305433793
22,0.5556883580272513
23,0.2821215423585981
24,0.37388494916814674
25,0.5450052516745173
26,0.27395729791775214
27,0.3099682152506438
28,0.4830510340059444
29,0.5524613291622228
30,0.2974300942376698
31,0.49956424905863006
32,0.4287302752375281
33,0.32122152220235084
34,0.4375445502089398
35,0.21507788159285693
36,0.511187678207951
37,0.31286847032295123
38,0.2324506575304954
39,0.2412371464327903
40,0.4233989198797267
41,0.27685295785128883
42,0.42050120281600656
43,0.5267184441848314
44,0.39719686499192536
45,0.27653531272227705
46,0.13553877923377544
47,0.37727385310979444
48,0.5184505953563278
49,0.45928500458772564
50,0.35063933181155155
51,0.2518613454364053
52,0.16925406321512543
53,0.25893234898385964
54,0.7896418516718032
55,0.24470653527701913
56,0.2535649796556152
57,0.21518952403164243
58,0.5446574506622406
59,0.2227546123756767
60,0.7855450433773958
61,0.6397718153559108
62,0.3602768899758563
63,0.5739884044969981
64,0.4479133498085582
65,0.3039728981383569
66,0.2745732584618574
67,0.14977603583183854
68,0.2237745898781207
69,0.4190213720325496
70,0.19154216001747817
71,0.2854679097514971
72,0.42622175055087225
73,0.2403277691092477
74,0.16952549143758638
75,0.2155007855968364
76,0.6173098667610996
77,0.2978467919132174
78,0.3827324149741583
79,0.40635491853593897
80,0.42515219582352215
81,0.5124456226644497
82,0.5027754012153431
83,0.2185645797784381
84,0.8425308986965849
85,0.19694961011830256
86,0.2522157110257485
87,0.25692348700021517
88,0.37166406319361417
89,0.35150191888005244
90,0.22177342698684305
91,0.2886804356103464
92,0.2842267202503472
93,0.32860177549526537
94,0.28673012060123765
95,0.4049338624088451
96,0.33588246395538895
97,0.45281631523988514
98,0.48719581461785655
99,0.5797963242344776
100,0.13523429832545836
101,0.5433167898692627
102,0.2495329449917132
103,0.30577489105744665
104,0.18490245817447187
105,0.2918561659344337
106,0.2760236030974428
107,0.6165014891063695
108,0.45274110618395885
109,0.2754056736614207
110,0.10328455337285235
111,0.31501948230794685
112,0.2157082436618478
113,0.40121577753697873
114,0.36706548849923576
115,0.45669940016684074
116,0.5915668671506847
117,0.24021632498130982
118,0.5499567297282613
119,0.3055806262038496
120,0.26141410505276075
121,0.3128546039685824
122,0.3416463678626205
123,0.18683563760948216
124,0.2578354732324855
125,0.24187569028501676
126,0.695072197241494
127,0.24121212856034221
128,0.3155878697965471
129,0.235285544148857
130,0.1697863942861166
131,0.23717088384139523
132,0.522113053270041
133,0.25101231924144485
134,0.6419729772113407
135,0.27964568081959096
136,0.27979523089712954
137,0.4344281552878853
138,0.19104589172593478
139,0.7671314618701308
140,0.2703640707005163
141,0.5816818877089422
142,0.7854309422793303
143,0.30437650407134387
144,0.2683868957593894
145,0.5561824797202575
146,0.3891201069704872
147,0.1753987954767889
148,0.3041250677224486
149,0.41810296558643406
150,0.562360501298728
151,0.17393726920287106
152,0.7530245674548423
153,0.41755922819486974
154,0.2551827054758117
155,0.1797095764636971
156,0.14643391840709655
157,0.42976298383289147
158,0.29467302725375205
159,0.34029445425551974
160,0.5745459424774084
161,0.560250264282547
162,0.2783268340738696
163,0.4741309026643995
164,0.23286494263764576
165,0.4205471597872573
166,0.26630043677762183
167,0.24173004064906736
168,0.2709995320220213
169,0.27755098685404245
170,0.5744054662735345
171,0.5418080733353148
172,0.21716933903641794
173,0.6361827239899174
174,0.41188154762932394
175,0.27742279506207485
176,0.3266516915418931
177,0.5465493475366929
178,0.4150905845903661
179,0.2040067706338868
180,0.19224481585984163
181,0.27958539421969936
182,0.349545469302833
183,0.44272766073497577
184,0.13401848967008007
185,0.2994591342958849
186,0.39102947678766214
187,0.1433132178155763
188,0.8901752139861484
189,0.22328975945099858
190,0.13540564158270066
191,0.1923856786907772
192,0.36028904540785106
193,0.331782286604952
194,0.4570460815331509
195,0.3556969679462222
196,0.29742441497430483
197,0.3885234093525113
198,0.10297132258268032
199,0.3682274751645696
200,0.6997168547422065
201,0.5254103155770597
202,0.6306341381219487
203,0.32584954287769774
204,0.4703482028450638
205,0.26179985519043825
206,0.2879636431125345
207,0.2767410274250643
208,0.612246366213839
209,0.239581491395381
210,0.12542369641693787
211,0.2005267611748179
212,0.23859751179562608
213,0.2418627077353461
214,0.1824662666240268
215,0.25472341820867855
216,0.20860028876510314
217,0.4052708230057675
218,0.4195116970962206
219,0.17482981110092122
220,0.21893393499157657
221,0.16258976441406237
222,0.5992802601830526
223,0.1874869948960119
224,0.3337963774654684
225,0.3596759989475041
226,0.21890724458866814
227,0.4092952383189216
228,0.37171428846771576
229,0.4413588431265069
230,0.31248127411427673
231,0.14733900859590657
232,0.21162474086053784
233,0.4388186886391126
234,0.595048945097632
235,0.3211788436220562
236,0.4724865885326163
237,0.1922704954961104
238,0.6084408022860068
239,0.44741301579879017
240,0.7364694212978868
241,0.2794187646596708
242,0.22845701458373335
243,0.21759748604848675
244,0.5428218649782826
245,0.16640968250039107
246,0.44419772616338854
247,0.37153425314162414
248,0.3168786369691248
249,0.23687918512059147
250,0.30403838746946027
251,0.4694086363092127
252,0.2958927943882707
253,0.1679351445681487
254,0.43440744304410883
255,0.45257120670705575
256,0.15668363603737
257,0.5069854037118234
258,0.2827803512592683
259,0.7535317017142754
260,0.21904273816624992
261,0.2855094511250352
262,0.2437116759402367
263,0.5799046224609047
264,0.4649241431092572
265,0.348031731524284
266,0.2631717992854619
267,0.23559383727721675
268,0.172475749684282
269,0.2502365519139249
270,0.20336642217616796
271,0.3958729608140163
272,0.31909181029975014
273,0.32307347710221074
274,0.23026551059205833
275,0.43798499677507796
276,0.26382004690354993
277,0.23150602210315432
278,0.16943917990067234
279,0.20114700573130873
280,0.6699474809502866
281,0.28186051680481
282,0.4240796916359291
283,0.22434516367045026
284,0.21686123804415866
285,0.2943616048460141
286,0.2498029708525313
287,0.23347111494182282
288,0.176101217387255
289,0.6431057371322165
290,0.4349888133339274
291,0.3351305261142178
292,0.11779414126398369
293,0.3060037149680953
294,0.11257169668229428
295,0.21136718465894874
296,0.20240240409471544
297,0.33092485335663296
298,0.5762591868822765
299,0.19570632104315705
300,0.4154611891558017
301,0.19478175597643324
302,0.377548593361971
303,0.1514546423679355
304,0.18693427538637844
305,0.17147739935568207
306,0.28379457175185013
307,0.14848944111446846
308,0.21772970278034093
309,0.3417686133674287
310,0.21744339206189003
311,0.27874268796239493
312,0.16205964908727996
313,0.4088968099441448
314,0.15958097229367527
315,0.13650386741682327
316,0.16436321919287142
317,0.5042941835093745
318,0.3194791545869436
319,0.40685218768546677
320,0.2647153197641307
321,0.5886138436646531
322,0.2911475289887597
323,0.5425414323966785
324,0.19595235083341742
325,0.38070021120614894
326,0.35375171353753165
327,0.3511381695704242
328,0.20129854221401425
329,0.24745763844968502
330,0.29841622758271186
331,0.5288169501866385
332,0.20370160855538208
333,0.3285323479606063
334,0.25678515265267027
335,0.5125980375562
336,0.31606833161034753
337,0.24798907284947255
338,0.3036763168627233
339,0.47099139376829247
340,0.8109121720328987
341,0.30525818250856884
342,0.6694279716138041
343,0.3687391446731645
344,0.42028581820187755
345,0.25220156955726625
346,0.44187548111681907
347,0.5627232590502589
348,0.3187089322943141
349,0.28945261067767275
350,0.14317043119477713
351,0.22177884725146743
352,0.6275573290363157
353,0.30565877107982786
354,0.5091638069546915
355,0.29777554300244596
356,0.30949221564150015
357,0.5549625939840255
358,0.20776278051140057
359,0.25561609057153584
360,0.17370492022369294
361,0.3288455534166498
362,0.32482848501854783
363,0.20463629275245784
364,0.15854646300110128
365,0.20873697703360097
366,0.2854177307911423
367,0.17981809392747825
368,0.18835272961124827
369,0.1883318507997911
370,0.28954064161578047
371,0.21162519841626237
372,0.2536296185032452
373,0.46261239407795685
374,0.4544072530966682
375,0.1639117379339932
376,0.2384704722882518
377,0.5497198347282599
378,0.5990136513756323
379,0.20531021908235528
380,0.21941203371880647
381,0.13793330585130842
382,0.5942738720423769
383,0.1642784930144228
384,0.18207172053901605
385,0.20585974229166415
386,0.10408413578150667
387,0.1651962803656089
388,0.4103600121403804
389,0.09550187355654943
390,0.4163016296113704
391,0.3359219101995438
392,0.2673660044756525
393,0.4076488482079431
394,0.30214863550307286
395,0.6763839095174475
396,0.28666125872487985
397,0.5250695788306978
398,0.2950471611296366
399,0.22809738330526494
400,0.24535511978161673
401,0.38305949280067675
402,0.2699070328943522
403,0.22988023418375605
404,0.5290747577467401
405,0.5088791141580841
406,0.43632004700059324
407,0.16620750771071635
408,0.3222021536931184
409,0.34873583191502716
410,0.29916422402491655
411,0.2945148874331683
412,0.21920930944985098
413,0.19579378211789805
414,0.5443697183230486
415,0.23578698768840542
416,0.599306293454856
417,0.33042799662385935
418,0.4365688250645416
419,0.4586054908848086
420,0.3328735803849263
421,0.21886808093579604
422,0.21220268684960428
423,0.36885515728674945
424,0.4008664786726093
425,0.21204194445789865
426,0.0919353377697442
427,0.28074881889862024
428,0.3917843727487409
429,0.2333149815558202
430,0.19114579601925066
431,0.2962280972946897
