Episode,Average Speed
337,0.14541806020066858
338,0.22058441558441552
339,0.3462541806020065
340,0.22180602006688924
341,0.12103678929765871
342,0.15859531772575247
343,0.14498327759197263
344,0.13270903010033452
345,0.23702341137123722
346,0.23973244147157136
347,0.16404682274247473
348,0.13622073578595256
349,0.14505016722407968
350,0.17976588628762588
351,0.17762541806020082
352,0.13886287625418034
353,0.15892976588628724
354,0.13204013377926446
355,0.14197324414715726
356,0.14839464882943118
357,0.1367558528428093
358,0.1200334448160537
359,0.17642140468227432
360,0.13595317725752448
361,0.13538461538461516
362,0.21629629629629568
363,0.5802675585284273
364,0.17585284280936517
365,0.24042105263157879
366,0.34073578595317744
367,0.12839464882943136
368,0.14357859531772632
369,0.21521978021977983
370,0.40886287625418066
371,0.18615384615384573
372,0.12983277591973255
373,0.19100334448160503
374,0.14304347826086986
375,0.12709030100334415
376,0.14066889632107016
377,0.1435785953177261
378,0.14070234113712451
379,0.13769230769230764
380,0.23165775401069516
381,0.5047826086956521
382,0.20622073578595387
383,0.18314381270903027
384,0.23080508474576347
385,0.4570234113712363
386,0.13177257525083527
387,0.15230769230769228
388,0.14137123745819338
389,0.129297658862876
390,0.12521739130434806
391,0.13167224080267567
392,0.14581939799331034
393,0.2449832775919741
394,0.13438127090300997
395,0.14561872909698975
396,0.14869565217391312
397,0.12745819397993308
398,0.17866220735785887
399,0.17180602006688978
400,0.1569565217391308
401,0.12732441471571856
402,0.13652173913043492
403,0.2066889632107025
404,0.1385953177257524
405,0.16113712374581984
406,0.20049999999999968
407,0.2990497737556555
408,0.33802675585284303
409,0.19327759197324426
410,0.14137123745819402
411,0.29885321100917533
412,0.3749268292682926
413,0.5926421404682272
414,0.1466555183946488
415,0.27573426573426546
416,0.5687959866220741
417,0.12280936454849531
418,0.13214046822742403
419,0.27395348837209305
420,0.3556521739130437
421,0.13337792642140442
422,0.20951871657754048
423,0.3427424749163878
424,0.14799331103678898
425,0.14424749163879655
426,0.12100334448160485
427,0.12772575250836132
428,0.19625418060200642
429,0.16738181818181805
430,0.5068227424749163
431,0.14137123745819402
432,0.15160535117056803
433,0.17217391304347843
434,0.18247491638795982
435,0.1613043478260875
436,0.2600668896321066
437,0.1503344481605355
438,0.20177257525083597
439,0.15327759197324428
440,0.14367892976588642
441,0.126153846153846
442,0.12882943143812697
443,0.11819397993311047
444,0.16909698996655567
445,0.15565217391304279
446,0.1570234113712375
447,0.22939799331103633
448,0.14936454849498298
449,0.19153846153846185
450,0.2624749163879611
451,0.12297658862876192
452,0.11324414715719039
453,0.1170903010033446
454,0.14588628762541808
455,0.20593137254901908
456,0.454715719063544
457,0.17494983277592036
458,0.16408026755852786
459,0.16056856187290913
460,0.15682274247491626
461,0.3477591973244156
462,0.14150501672240737
463,0.12886287625418047
464,0.1299999999999998
465,0.16351170568561893
466,0.2105351170568569
467,0.1524749163879602
468,0.12715719063545147
469,0.1315050167224081
470,0.13889632107023323
471,0.1396321070234106
472,0.1328762541806014
473,0.15765886287625452
474,0.1539799331103686
475,0.14234113712374535
476,0.16875486381322935
477,0.27851063829787304
478,0.3152173913043479
479,0.38183946488294424
480,0.1331103678929764
481,0.12561872909698907
482,0.12973244147157173
483,0.15150501672240846
484,0.12735785953177237
485,0.14548494983277624
486,0.17150259067357534
487,0.29809364548494954
488,0.16023411371237414
489,0.1909698996655518
490,0.14806020066889616
491,0.16966555183946455
492,0.13645484949832817
493,0.1633444816053506
494,0.2508695652173907
495,0.12605351170568543
496,0.1443143812709034
497,0.20110367892976586
498,0.13759197324414776
499,0.1556856187290974
500,0.12053511705685602
501,0.16648829431438164
502,0.21876254180601928
503,0.15254180602006676
504,0.2505729166666666
505,0.38896321070234186
506,0.1734782608695658
507,0.175551839464883
508,0.15341137123745813
509,0.13237458193979912
510,0.17986622073578573
511,0.2613333333333337
512,0.4986622073578598
513,0.1358528428093644
514,0.20809364548495024
515,0.15428093645485005
516,0.14969899665551775
517,0.2052173913043473
518,0.15772908366533825
519,0.2571571906354513
520,0.2591638795986615
521,0.14321070234113725
522,0.1606020066889625
523,0.16749103942652233
524,0.33531772575250873
525,0.1575585284280936
526,0.1457190635451508
527,0.1338795986622073
528,0.1348829431438125
529,0.19043478260869598
530,0.16294314381270947
531,0.15598662207357836
532,0.13401337792642126
533,0.19923076923076974
534,0.14578595317725748
535,0.1379598662207359
536,0.20103678929765942
537,0.14872909698996664
538,0.13822742474916455
539,0.16301003344481674
540,0.16739130434782706
541,0.16421404682274174
542,0.1614457831325299
543,0.32816053511705756
544,0.14856187290969938
545,0.1543143812709037
546,0.1855183946488298
547,0.14230769230769158
548,0.15033444816053523
549,0.1746488294314383
550,0.1880602006688959
551,0.2454063604240287
552,0.2244816053511704
553,0.14210702341137066
554,0.23314381270903065
555,0.32130208333333415
556,0.4852508361204021
557,0.13973244147157104
558,0.16969899665551846
559,0.21163879598662214
560,0.14471571906354458
561,0.1607023411371236
562,0.1639464882943137
563,0.17909698996655565
564,0.12317725752508377
565,0.14775919732441525
566,0.1482943143812706
567,0.1535451505016726
568,0.24056856187290943
569,0.22307692307692342
570,0.2166220735785956
571,0.1756856187290968
572,0.3523030303030301
573,0.32248407643312105
574,0.6460093896713609
575,0.4689632107023418
576,0.1899665551839462
577,0.15070234113712339
578,0.24508361204013332
579,0.24193979933110388
580,0.2331103678929756
581,0.20625418060200731
582,0.1371906354515052
583,0.15006688963210632
584,0.138060200668896
585,0.17515050167224064
586,0.18053511705685582
587,0.1921070234113706
588,0.22668896321070311
589,0.13013377926421407
590,0.1357525083612037
591,0.14866220735786004
592,0.23775919732441567
593,0.1362207357859538
594,0.16040133779264193
595,0.19369863013698607
596,0.35625418060200736
597,0.26367816091954005
598,0.6232775919732452
599,0.1413377926421403
600,0.1683251231527093
601,0.45177257525083586
602,0.13969899665551871
603,0.14750943396226443
604,0.21056856187291006
605,0.17160535117056913
606,0.12702341137123732
607,0.200501672240802
608,0.24083612040133767
609,0.19923076923076874
610,0.17668896321070215
611,0.1194648829431432
612,0.1305016722408022
613,0.17568561872909713
614,0.1356187290969893
615,0.1411036789297665
616,0.12849498327759143
617,0.13401337792642076
618,0.14608695652173942
619,0.14103678929765992
620,0.1410702341137122
621,0.14264214046822735
622,0.1518729096989969
623,0.13999999999999999
624,0.18949832775919725
625,0.18842809364548443
626,0.16264214046822784
627,0.20892976588628648
628,0.1626421404682278
629,0.1238127090300998
630,0.14745819397993318
631,0.14608695652173814
632,0.19612040133779246
633,0.15849498327759187
634,0.2341137123745817
635,0.11806020066889607
636,0.13578595317725745
637,0.12113712374581925
638,0.12993311036789304
639,0.12347826086956455
640,0.14929765886287658
641,0.2207031250000011
642,0.25491638795986643
643,0.21678929765886282
644,0.15287625418060205
645,0.16685618729097051
646,0.19909698996655567
647,0.14471571906354447
648,0.12608695652173932
649,0.1737199999999995
650,0.3024414715719066
651,0.13244147157190628
652,0.14060200668896328
653,0.18026755852842777
654,0.24638795986622022
655,0.20672566371681408
656,0.40956521739130397
657,0.1638127090301006
658,0.19145454545454574
659,0.36698996655518423
660,0.14959866220735749
661,0.1657190635451508
662,0.1390969899665544
663,0.134682274247491
664,0.13605351170568641
665,0.21779264214046856
666,0.13645484949832745
667,0.1879264214046821
668,0.21685618729096925
669,0.2509364548494984
670,0.1354849498327756
671,0.1614715719063546
672,0.13468227424749116
673,0.15993311036789298
674,0.29180602006688955
675,0.18595317725752494
676,0.2827215189873417
677,0.6256856187290989
678,0.12036789297658819
679,0.20929765886287663
680,0.2545819397993318
681,0.14625418060200593
682,0.19508361204013402
683,0.17461538461538456
684,0.2154849498327767
685,0.16525083612040156
686,0.2342140468227421
687,0.15658862876254231
688,0.21053511705685538
689,0.14153846153846147
690,0.17605351170568567
691,0.14772575250836092
692,0.1404347826086953
693,0.191204013377926
694,0.1460535117056848
695,0.225852842809365
696,0.3682274247491648
697,0.14618729096990016
698,0.13648829431438148
699,0.14387959866220712
700,0.21518394648829423
701,0.18525083612040116
702,0.22080267558528419
703,0.13799331103678827
704,0.18361204013377858
705,0.191505016722408
706,0.25066889632106953
707,0.15356401384083054
708,0.33464882943143803
709,0.15384615384615322
710,0.14127090301003392
711,0.12541806020066862
712,0.12331103678929736
713,0.17495934959349574
714,0.4052508361204013
715,0.24157190635451545
716,0.11337792642140422
717,0.18069892473118318
718,0.2888294314381275
719,0.18173228346456705
720,0.3586622073578599
721,0.1399999999999997
722,0.18444816053511712
723,0.20946488294314314
724,0.1682943143812714
725,0.22431438127090375
726,0.1752842809364544
727,0.15785953177257497
728,0.15183946488294336
729,0.1565202702702704
730,0.28607329842931967
731,0.3565217391304353
732,0.13822742474916364
733,0.12568561872909695
734,0.1473244147157192
735,0.14183946488294255
736,0.13364548494983294
737,0.15461538461538504
738,0.1687959866220733
739,0.16585284280936496
740,0.1602675585284274
741,0.17772575250836142
742,0.3242474916387966
743,0.14645484949832752
744,0.18006688963210724
745,0.13143812709030045
746,0.17826086956521708
747,0.17498327759197327
748,0.2701337792642138
749,0.19240802675585303
750,0.22859531772575192
751,0.13645484949832684
752,0.16642140468227404
753,0.1383946488294312
754,0.1471237458193981
755,0.16441471571906316
756,0.2464548494983284
757,0.1300334448160535
758,0.12859531772575172
759,0.14264214046822726
760,0.14297658862876259
761,0.14816053511705657
762,0.22742474916388009
763,0.17518367346938768
764,0.47220735785953166
765,0.16562937062937008
766,0.30327759197324405
767,0.24846153846153873
768,0.18070038910505837
769,0.3504682274247492
770,0.1605351170568554
771,0.15133779264214017
772,0.13836120401337704
773,0.14969899665551847
774,0.13250836120401277
775,0.18994413407821234
776,0.3395986622073581
777,0.13307692307692362
778,0.1582274247491637
779,0.14394648829431336
780,0.16264214046822734
781,0.20311036789297707
782,0.1624414715719064
783,0.13441471571906377
784,0.2931901840490804
785,0.22309090909090928
786,0.3217056856187289
787,0.16127090301003297
788,0.12886287625418041
789,0.2549404761904763
790,0.375986622073579
791,0.14839464882943154
792,0.14327759197324388
793,0.22060200668896415
794,0.18745819397993352
795,0.23675585284280987
796,0.1623411371237456
797,0.37391304347826193
798,0.16464882943143877
799,0.24137123745819347
800,0.13494983277591976
801,0.1452173913043473
802,0.1763879598662211
803,0.14147157190635423
804,0.1560200668896322
805,0.16331103678929818
806,0.15678929765886324
807,0.2168896321070243
808,0.1306688963210701
809,0.1478929765886278
810,0.13799331103678925
811,0.15498327759197283
812,0.12926421404682215
813,0.15692307692307642
814,0.15147157190635427
815,0.15581939799331065
816,0.15026755852842796
817,0.14892976588628745
818,0.19535117056856247
819,0.14612040133779236
820,0.17066889632107018
821,0.2996989966555184
822,0.20784860557769036
823,0.37471910112359513
824,0.2311036789297659
825,0.1787625418060193
826,0.2508026755852844
827,0.2390969899665538
828,0.1502341137123741
829,0.13214046822742467
830,0.1834782608695654
831,0.13428093645485004
832,0.1802341137123747
833,0.1571571906354523
834,0.12217391304347808
835,0.16344481605351183
836,0.1393645484949829
837,0.13642140468227307
838,0.15347826086956545
839,0.18976588628762506
840,0.14220735785953195
841,0.24899665551839414
842,0.16969899665551785
843,0.18137123745819386
844,0.2413043478260863
845,0.2608273381294967
846,0.20130434782608675
847,0.14387959866220668
848,0.15003344481605307
849,0.163010033444816
850,0.1627424749163885
851,0.18100334448160488
852,0.19234113712374648
853,0.15581939799331096
854,0.14003344481605332
855,0.1733333333333334
856,0.37377926421404795
857,0.21357859531772505
858,0.16612040133779318
859,0.13688963210702368
860,0.14508361204013348
861,0.1758741258741256
862,0.6044776119402993
863,0.44688963210702326
864,0.15638795986622114
865,0.16147157190635444
866,0.17016722408026796
867,0.3557859531772581
868,0.13311036789297534
869,0.18634241245136188
870,0.37210702341137253
871,0.14789297658862896
872,0.17803921568627398
873,0.4103344481605356
874,0.14498327759197313
875,0.32163879598662204
876,0.19638795986622035
877,0.15953177257525017
878,0.22220735785953177
879,0.1664882943143807
880,0.19976588628762568
881,0.1290635451505012
882,0.15949832775919665
883,0.2345819397993316
884,0.15374581939799364
885,0.17585284280936428
886,0.19722408026755842
887,0.16525083612040178
888,0.14591973244147133
889,0.1610033444816054
890,0.19468227424749265
891,0.12882943143812656
892,0.1469230769230761
893,0.17939799331103654
894,0.13351170568561832
895,0.16013377926421393
896,0.17846153846153856
897,0.2025418060200668
898,0.14772575250836073
899,0.14561872909699064
900,0.16926421404682254
901,0.20023411371237454
902,0.15157190635451484
903,0.1596989966555185
904,0.23916387959866256
905,0.13642140468227432
906,0.1301672240802671
907,0.21164983164983192
908,0.41491638795986685
909,0.18846153846153774
910,0.15578595317725713
911,0.1298996655518389
912,0.16227424749163952
913,0.19438127090300963
914,0.16605351170568514
915,0.5111036789297663
916,0.1409698996655519
917,0.2000668896321062
918,0.1913559322033897
919,0.4249832775919729
920,0.1745150501672233
921,0.15585284280936473
922,0.1511036789297652
923,0.22277591973244157
924,0.1261538461538454
925,0.1424080267558522
926,0.13806020066889627
927,0.13200668896321083
928,0.19294314381270908
929,0.2061872909699
930,0.17652173913043487
931,0.1393979933110369
932,0.15946488294314304
933,0.1676254180602004
934,0.20775919732441525
935,0.1949171270718235
936,0.4064882943143822
937,0.2071571906354522
938,0.15895910780669137
939,0.3521404682274246
940,0.14672240802675582
941,0.1500334448160533
942,0.15377926421404628
943,0.2717834394904457
944,0.5158193979933106
945,0.33127358490566094
946,0.3241806020066889
947,0.16146017699115028
948,0.2768599033816424
949,0.3992976588628758
950,0.14043478260869596
951,0.16494983277591949
952,0.13966555183946472
953,0.19976588628762543
954,0.34430851063829765
955,0.289732441471572
956,0.1378595317725753
957,0.15257525083612047
958,0.14712121212121168
959,0.1860535117056864
960,0.21420168067226872
961,0.4035451505016718
962,0.14053511705685623
963,0.13702341137123691
964,0.1299665551839458
965,0.17020066889632177
966,0.1435785953177259
967,0.14347826086956494
968,0.14160535117056838
969,0.5161855670103089
970,0.22628762541806033
971,0.12842809364548496
972,0.15224080267558535
973,0.14638795986622077
974,0.17784905660377315
975,0.37936454849498424
976,0.23238372093023205
977,0.33682274247491634
978,0.32303797468354506
979,0.32190635451504973
980,0.16230769230769307
981,0.1760535117056856
982,0.2002006688963212
983,0.23287625418060195
984,0.12341137123745788
985,0.13207357859531751
986,0.15531772575250807
987,0.2022742474916385
988,0.20177257525083692
989,0.2028853754940715
990,0.27983277591973277
991,0.1377926421404678
992,0.20779264214046875
993,0.13518394648829407
994,0.15508361204013354
995,0.1802675585284276
996,0.293963636363636
997,0.5888963210702357
998,0.15966555183946507
999,0.1237792642140467
1000,0.13210702341137123
1001,0.1898327759197326
1002,0.18056856187290973
1003,0.16826086956521694
1004,0.1347157190635451
1005,0.14451505016722363
1006,0.15498327759197272
1007,0.2317391304347831
1008,0.13357859531772517
1009,0.13290969899665592
1010,0.16200668896321102
1011,0.19703832752613248
1012,0.2478604651162783
1013,0.1812709030100332
1014,0.1226755852842804
1015,0.19428093645484945
1016,0.2819063545150496
1017,0.23153846153846144
1018,0.2909364548494975
1019,0.19852842809364604
1020,0.23625418060200626
1021,0.15555555555555567
1022,0.360167224080268
1023,0.12648829431438097
1024,0.13725752508361214
1025,0.15471571906354517
1026,0.15073578595317733
1027,0.2544936708860764
1028,0.39083612040133675
1029,0.17468227424749136
1030,0.1635785953177264
1031,0.1870234113712368
1032,0.11919732441471534
1033,0.12936454849498263
1034,0.1345819397993311
1035,0.12973244147157184
1036,0.14933110367892988
1037,0.12969899665551812
1038,0.13334448160535112
1039,0.14986622073578568
1040,0.17364548494983278
1041,0.13117056856187304
1042,0.13712374581939796
1043,0.23221374045801504
1044,0.3927601809954754
1045,0.3607023411371243
1046,0.20157190635451513
1047,0.14729096989966506
1048,0.242809364548494
1049,0.1735785953177256
1050,0.2270568561872908
1051,0.22846153846153847
1052,0.201170568561873
1053,0.14474916387959788
1054,0.1647491638795982
1055,0.23959866220735734
1056,0.21280936454849506
1057,0.3690969899665545
1058,0.15535117056856113
1059,0.2278929765886288
1060,0.13989966555183883
1061,0.17361204013377962
1062,0.15595317725752555
1063,0.1460200668896321
1064,0.1952222222222222
1065,0.3330100334448158
1066,0.23190140845070362
1067,0.1352508361204001
1068,0.20254180602006694
1069,0.23367892976588753
1070,0.15464882943143748
1071,0.16167224080267556
1072,0.175719063545151
1073,0.2139464882943135
1074,0.15131034482758599
1075,0.2735451505016732
1076,0.13909698996655515
1077,0.15993311036789343
1078,0.14578595317725682
1079,0.22869565217391247
1080,0.3069899665551835
1081,0.13578595317725678
1082,0.14193979933110387
1083,0.1573578595317729
1084,0.13284280936454826
1085,0.1509364548494983
1086,0.1392976588628759
1087,0.21294314381271004
1088,0.12571906354514992
1089,0.1329431438127088
1090,0.1882608695652173
1091,0.13769230769230736
1092,0.14438127090301023
1093,0.1296321070234115
1094,0.11993311036789278
1095,0.16341137123745852
1096,0.14277591973244164
1097,0.11779264214046752
1098,0.16856187290969907
1099,0.21113712374581958
1100,0.15565217391304292
1101,0.12999999999999934
1102,0.15227424749163837
1103,0.20989690721649465
1104,0.4171906354515054
1105,0.19839464882943175
1106,0.1772240802675579
1107,0.16193979933110364
1108,0.12745819397993272
1109,0.1755183946488293
1110,0.1572240802675588
1111,0.15147157190635402
1112,0.11866220735785962
1113,0.17903010033444788
1114,0.2451707317073171
1115,0.6079264214046814
1116,0.23207357859531821
1117,0.18532934131736525
1118,0.17354515050167263
1119,0.15140468227424828
1120,0.1807023411371237
1121,0.15892976588628727
1122,0.13424749163879532
1123,0.15143812709030058
1124,0.14759197324414675
1125,0.3682608695652183
1126,0.2374860335195529
1127,0.5231103678929772
1128,0.28133779264214126
1129,0.22636363636363585
1130,0.3349832775919732
1131,0.12598662207357822
1132,0.25980645161290306
1133,0.557558528428093
1134,0.13464882943143752
1135,0.20882943143812735
1136,0.29063545150501663
1137,0.1585618729096989
1138,0.22799331103678896
1139,0.13816053511705578
1140,0.14130434782608653
1141,0.15344481605351074
1142,0.18973244147157214
1143,0.15341137123745788
1144,0.14702341137123667
1145,0.17157190635451572
1146,0.20729096989966614
1147,0.15023411371237494
1148,0.1232775919732442
1149,0.18033444816053512
1150,0.14515050167224058
1151,0.14458193979933137
1152,0.1842140468227427
1153,0.14571906354515018
1154,0.127792642140468
1155,0.15150501672240838
1156,0.20170568561872962
1157,0.13832775919732423
1158,0.2678915662650604
1159,0.6027759197324415
1160,0.15183946488294287
1161,0.1341806020066885
1162,0.16438127090301033
1163,0.20083612040133716
1164,0.22949832775919715
1165,0.22013377926421374
1166,0.3512374581939795
1167,0.15434782608695732
1168,0.20525083612040182
1169,0.1784615384615379
1170,0.22407142857142942
1171,0.4888963210702344
1172,0.14314381270903004
1173,0.1446488294314377
1174,0.21845744680851067
1175,0.6287570621468923
1176,0.4849832775919735
1177,0.2122742474916377
1178,0.1370234113712368
1179,0.15548494983277605
1180,0.12113712374581895
1181,0.17234113712374555
1182,0.17247386759581873
1183,0.2669230769230772
1184,0.14752508361203961
1185,0.1542474916387956
1186,0.28327759197324315
1187,0.3678260869565212
1188,0.2083612040133782
1189,0.141571906354515
1190,0.1376923076923077
1191,0.1233444816053508
1192,0.13264214046822737
1193,0.13498327759197323
1194,0.27491638795986645
1195,0.1495652173913039
1196,0.15147157190635488
1197,0.1954180602006686
1198,0.1456856187290968
1199,0.16946488294314377
1200,0.39267558528428
1201,0.13347826086956488
1202,0.18387959866220746
1203,0.1754849498327761
1204,0.21795986622073651
1205,0.14150501672240767
1206,0.1356521739130427
1207,0.14347826086956506
1208,0.1278929765886279
1209,0.13110367892976552
1210,0.14036789297658864
1211,0.1586622073578599
1212,0.19036789297658815
1213,0.14742474916387902
1214,0.1408695652173914
1215,0.14107023411371236
1216,0.12933110367892958
1217,0.17698996655518384
1218,0.20408602150537608
1219,0.6311203319502079
1220,0.474916387959866
1221,0.17571906354515018
1222,0.18391304347826135
1223,0.19495098039215678
1224,0.37180602006689
1225,0.14688963210702255
1226,0.1329096989966553
1227,0.1595986622073582
1228,0.13200668896321122
1229,0.16284280936454873
1230,0.14324414715719053
1231,0.14662207357859433
1232,0.12598662207357914
1233,0.139933110367893
1234,0.17377926421404694
1235,0.14297658862876184
1236,0.13454849498327726
1237,0.25377926421404623
1238,0.29836120401337857
1239,0.16535117056856224
1240,0.12518394648829412
1241,0.1462541806020071
1242,0.1423076923076919
1243,0.1303010033444819
1244,0.15789297658862916
1245,0.23254180602006785
1246,0.1577926421404685
1247,0.1491638795986617
1248,0.1259197324414712
1249,0.14812709030100307
1250,0.14177257525083609
