Episode,speed
1,0.13762790697674374
1,0.43549090909090865
1,0.25879598662207337
1,0.10220735785953187
1,0.09023041474654427
1,0.45832775919732294
1,0.0827147766323027
1,0.5922408026755857
1,0.32193979933110234
1,0.1673913043478263
1,0.07198501872659158
1,0.1382608695652165
1,0.059866220735785756
1,0.09692307692307701
1,0.22739884393063495
1,0.5164122137404581
1,0.37016949152542283
1,0.3217180616740099
1,0.2726956521739126
1,0.43682274247491654
1,0.17409836065573736
1,0.3832107023411368
1,0.11140468227424741
1,0.18224080267558432
1,0.12224080267558537
1,0.05869565217391296
1,0.054949832775920276
1,0.06431438127090293
1,0.07143812709030091
1,0.18406779661016917
1,0.37394871794871803
1,0.4363424124513611
1,0.3306354515050169
1,0.07926421404682252
1,0.14030927835051543
1,0.43785953177257647
1,0.0940133779264218
1,0.14551839464883015
1,0.06638795986622072
1,0.13200668896320988
1,0.11294314381270873
1,0.06969899665551779
1,0.10364548494983371
1,0.1993992932862192
1,0.06946488294314362
1,0.2105050505050501
1,0.3638961038961042
1,0.3990943396226415
1,0.5548494983277596
1,0.36270903010033456
1,0.3611960132890366
1,0.5072463768115947
1,0.4949789029535862
1,0.4217391304347817
1,0.11872909698996684
1,0.16072961373390635
1,0.5275585284280936
1,0.2517647058823533
1,0.3883612040133772
1,0.17397993311036813
1,0.054782608695652005
1,0.0667558528428092
1,0.2086287625418061
1,0.128428093645485
1,0.10026755852842845
1,0.21351170568561875
1,0.13321070234113663
1,0.09100334448160562
1,0.12397993311036756
1,0.14411764705882318
1,0.3906688963210709
1,0.21876254180602048
1,0.21732441471571884
1,0.04575250836120404
1,0.13426877470355755
1,0.6392307692307697
1,0.04551839464882944
1,0.1138795986622074
1,0.4273244147157193
1,0.08665551839464891
1,0.2429765886287625
1,0.11006688963210687
1,0.1670568561872908
1,0.20438127090300942
1,0.2079264214046821
1,0.13882943143812715
1,0.1256187290969902
1,0.09602006688963197
1,0.3131007751937976
1,0.4572575250836129
1,0.06785953177257525
1,0.12056856187290983
1,0.14782608695652236
1,0.10361204013377925
1,0.07598662207357845
1,0.18005291005291055
1,0.30605351170568523
1,0.09133779264214019
1,0.15834146341463445
1,0.5729230769230771
1,0.49039735099337756
1,0.5047491638795976
1,0.04163879598662207
1,0.13986754966887463
1,0.49367892976588645
1,0.2083870967741937
1,0.6103619909502268
1,0.5756521739130435
1,0.13715719063545137
1,0.08311036789297631
1,0.17859531772575296
1,0.06404682274247493
1,0.1287290969899671
1,0.1219397993311038
1,0.04294314381270894
1,0.1195986622073573
1,0.17645502645502617
1,0.5090643274853798
1,0.40448160535117095
1,0.042876254180601724
1,0.05046822742474889
1,0.02782608695652177
1,0.12819397993311027
1,0.14254180602006677
1,0.08849498327759195
1,0.33424749163879636
1,0.14926380368098185
1,0.48872909698996597
1,0.08297658862876288
1,0.11868852459016366
1,0.4884388185653999
1,0.3548017621145377
1,0.49150501672240826
1,0.04782608695652156
1,0.08585284280936423
1,0.16214046822742523
1,0.0634113712374582
1,0.14891213389121302
1,0.29341137123745825
1,0.165484949832775
1,0.04428093645484948
1,0.08311036789297578
1,0.0765551839464885
1,0.14214046822742407
1,0.11125874125874152
1,0.4384615384615392
1,0.07545150501672261
1,0.14214035087719235
1,0.31471571906354456
1,0.0991235059760958
1,0.41685618729096935
1,0.06317725752508302
1,0.10324414715719131
1,0.06836120401337795
1,0.1038127090301005
1,0.09745819397993302
1,0.2135117056856181
1,0.28190635451505064
1,0.0828762541806013
1,0.07123745819397997
1,0.12277591973244092
1,0.20993197278911524
1,0.46662207357859536
1,0.2878260869565204
1,0.08257525083612063
1,0.0918729096989976
1,0.09598662207357887
1,0.136254180602006
1,0.09906354515050143
1,0.07675585284280899
1,0.16762541806020115
1,0.07494983277591907
1,0.04351170568561873
1,0.05187290969899678
1,0.22545150501672326
1,0.1164566929133854
1,0.1834113712374573
